rank,current money,money earned by selling shares,money earned by payoff,money lost by buying shares
1,18.618435,17.300903,0.0,0.0
2,15.703542,15.358948,0.1179972,4.622429
3,13.4451065,11.64386,0.41529885,4.285141
4,12.111568,11.345093,0.71385753,4.265579
5,10.861128,6.130615,4.159808,3.2677002
6,10.322414,6.1254883,0.0,0.0
7,10.068701,8.558472,0.0024889396,11.473076
8,9.207109,4.708252,0.110542774,3.3301392
9,9.141144,0.9781494,7.5699635,7.608444
10,9.070002,3.5324707,1.1598809,4.4870453
11,8.925666,2.4649048,5.382371,7.907837
12,8.760853,8.403809,0.0,5.4350586
13,8.674969,6.10083,0.0,0.0
14,8.329939,4.63562,0.0,0.0
15,8.047248,2.6423645,4.4866756E-5,7.814331
16,7.434132,0.39743042,3.797062,3.2092896
17,7.426276,4.643738,2.3390448,3.903122
18,7.3562183,6.0302734,0.0,0.0
19,7.1629076,4.6411743,2.6721446E-4,5.516327
20,6.973652,4.6971436,0.0,0.0
21,6.9285183,4.640747,0.0,0.0
22,6.88006,0.10423279,6.536455,4.1357956
23,6.8718677,0.111953735,5.160941,3.582138
24,6.853782,0.0,6.7373977,5.8750076
25,6.8403454,4.8774414,1.2640018,2.9310608
26,6.832925,3.498413,3.2366486,3.9123535
27,6.8252935,6.1000977,0.0,0.0
28,6.680065,4.9744263,0.2814413,3.6854248
29,6.6592455,1.6323242,0.0,0.0
30,6.509611,4.666382,0.0,0.0
31,6.4600477,2.395935,3.3974636,3.58387
32,6.403331,6.085205,0.0,0.0
33,6.220827,2.5015259,0.0,0.0
34,6.190588,0.89520264,4.979108,2.2350311
35,6.1249876,4.965027,0.05288302,3.2024384
36,6.1073446,3.466919,1.6702435,5.275177
37,6.1032977,5.977539,0.08187246,2.434204
38,6.062159,3.529541,0.0,0.0
39,6.0087824,3.5126953,0.0,0.0
40,5.950634,0.10165405,0.0,0.0
41,5.9341307,0.108444214,5.42171,6.273285
42,5.9051523,0.1027832,0.0,0.0
43,5.890446,4.6858215,0.0,0.0
44,5.732354,2.5305939,0.55183285,4.6646576
45,5.646082,3.5701904,0.0,0.0
46,5.5972805,2.6576996,0.021975517,10.701477
47,5.5789857,2.4346924,1.4854156E-4,1.296814
48,5.5783076,5.4422607,0.0,3.1526184
49,5.5756726,0.40490723,4.129556,7.376358
50,5.417192,2.4479675,0.0,2.3311615
51,5.351602,2.048584,2.9896998,7.6982803
52,5.3220863,3.721527,0.0,4.842682
53,5.244619,2.5263214,0.012047121,7.946289
54,5.2107,0.99838257,0.0,0.0
55,5.2039976,2.5759888,2.2852848,5.1002197
56,5.202507,2.4725342,0.0,0.0
57,5.1425037,0.0,0.0,0.0
58,5.105246,3.6221924,0.0,0.0
59,5.0829124,3.6573486,1.3313239,2.9876404
60,5.074675,0.42956543,0.0,0.0
61,5.052199,1.6542969,0.008906776,1.7338562
62,4.9719596,3.5427246,0.0,0.0
63,4.9702296,1.8130493,0.0,1.4959106
64,4.8771596,1.6101074,0.0,0.0
65,4.8473306,0.9067383,0.0,0.0
66,4.726077,3.420044,0.0,0.0
67,4.698731,2.552414,2.1136446,5.3551025
68,4.69237,1.5928955,0.0,0.0
69,4.6330047,3.5776062,0.0,0.0
70,4.6325283,1.623291,2.4253519,1.5911865
71,4.5947633,0.10443115,1.2193154,4.411957
72,4.590116,2.5460815,8.3594394E-5,1.9889069
73,4.451735,0.10473633,1.5635843,3.0150986
74,4.4349346,0.5791321,1.1470494,7.139511
75,4.417468,0.9777832,1.8227618,11.092239
76,4.375035,0.0,0.0,0.0
77,4.344714,0.40985107,3.680296,7.916504
78,4.320801,0.4111328,0.0,0.0
79,4.278429,1.6098633,0.06322022,4.9555206
80,4.24952,2.5964355,0.0,0.0
81,4.22688,2.4990845,4.1692282E-4,3.7263336
82,4.2106295,0.0,0.79196626,9.646194
83,4.210454,0.10357666,1.0141132,2.3479462
84,4.2094765,1.6069336,0.0,0.0
85,4.1912727,0.10673523,0.0,0.0
86,4.159871,0.0,3.6566112,5.5969086
87,4.0976725,0.44543457,1.1564667,8.498901
88,4.072179,2.508545,0.0,0.0
89,4.0202436,0.89282227,0.0,0.0
90,3.9981694,2.5576782,0.53809726,2.5341797
91,3.9701035,1.598999,0.0,0.0
92,3.8613348,0.4244995,0.0,0.0
93,3.8572052,1.5803833,0.0,1.1109009
94,3.8299677,0.40615845,0.0,0.0
95,3.771822,2.5222778,0.0041521974,1.8595123
96,3.7467163,0.0,0.0,0.0
97,3.7345324,0.10900879,0.0,0.0
98,3.714664,0.10568237,0.0,0.0
99,3.6875598,2.40448,0.0,0.0
100,3.6581829,0.97998047,0.0,0.0
101,3.6320662,0.42419434,0.0,0.0
102,3.5867739,0.9011078,0.1046174,0.7012253
103,3.5748224,0.10620117,0.0,0.0
104,3.5431035,0.92037964,0.0,0.0
105,3.5414488,0.0,2.940636,5.9760513
106,3.5263495,0.8845825,0.0,0.0
107,3.5142915,1.6047363,0.0011346928,7.7807617
108,3.4948268,0.40838623,1.5542975E-4,1.8022156
109,3.478434,2.677002,0.0,0.0
110,3.4673457,0.9342041,0.0,0.0
111,3.443143,0.10357666,0.0,0.0
112,3.415491,2.4673462,0.0,0.0
113,3.347754,0.105407715,0.0,0.0
114,3.331825,0.9569092,1.3932512,2.5935364
115,3.330653,0.1026001,2.1637466,10.330811
116,3.302984,1.6047363,0.20266087,4.9649963
117,3.2568247,0.93237305,0.0,0.0
118,3.192115,0.41333008,0.0,0.0
119,3.1457193,0.10914612,1.3340204,3.799118
120,3.142806,0.10322571,0.0018187027,6.61145
121,3.1261547,1.6618652,0.0,0.0
122,3.1246176,0.0,1.0017319,1.9039001
123,3.115274,0.9283447,0.0,0.0
124,3.0976884,2.5845337,0.0024822531,2.8805237
125,3.058103,0.0,0.71223974,8.768402
126,3.0562847,0.10324097,0.0,0.0
127,3.038258,0.4241333,0.0,0.0
128,3.0375538,0.0,0.0,0.0
129,3.0213673,0.10507202,0.0,0.0
130,3.0057182,0.0,0.030980023,4.3390045
131,2.965882,0.41308594,0.0,0.0
132,2.9657247,2.470398,0.0,0.0
133,2.8799133,2.4118042,0.031021154,4.2136
